,Firm name,NWP (£m)  - 2016YE,NWP (£m)  - 2017YE,NWP (£m)  - 2018YE,NWP (£m)  - 2019YE,NWP (£m)  - 2020YE,SCR (£m) - 2016YE,SCR (£m) - 2017YE,SCR (£m) - 2018YE,SCR (£m) - 2019YE,SCR (£m) - 2020YE,EoF for SCR (£m) - 2016YE,EoF for SCR (£m) - 2017YE,EoF for SCR (£m) - 2018YE,EoF for SCR (£m) - 2019YE,EoF for SCR (£m) - 2020YE,SCR coverage ratio - 2016YE,SCR coverage ratio - 2017YE,SCR coverage ratio - 2018YE,SCR coverage ratio - 2019YE,SCR coverage ratio - 2020YE,GWP (£m) - 2016YE,GWP (£m) - 2017YE,GWP (£m) - 2018YE,GWP (£m) - 2019YE,GWP (£m) - 2020YE,Total assets (£m) - 2016YE,Total assets (£m) - 2017YE,Total assets (£m) - 2018YE,Total assets (£m) - 2019YE,Total assets (£m) - 2020YE,Total liabilities (£m) - 2016YE,Total liabilities (£m) - 2017YE,Total liabilities (£m) - 2018YE,Total liabilities (£m) - 2019YE,Total liabilities (£m) - 2020YE,Excess of assets over liabilities (£m) [= equity] - 2016YE,Excess of assets over liabilities (£m) [= equity] - 2017YE,Excess of assets over liabilities (£m) [= equity] - 2018YE,Excess of assets over liabilities (£m) [= equity] - 2019YE,Excess of assets over liabilities (£m) [= equity] - 2020YE
13,Firm 13,4.207070523264865,4.131251294792955,5.3786283339653655,3.005689968452937,3.3197297012654374,1.078746082164669,0.6929582522657587,0.6440807163701958,0.6324763959692573,1.2125216043985712,4.441506914005169,5.059076236571852,4.711040225440177,0.3520127253257993,2.917810042845301,4.853540171498596,3.3494856843804985,2.4661630901581284,0.2646987443938188,4.337470119230872,0.41046357828615293,1.2909176453798232,2.2173577658976837,2.4104568846502086,4.002651447210188,4.887846813535264,2.203351963346252,1.166198416239137,2.006563903552616,1.4689009735337015,0.5160379842810664,1.0019589989949707,1.555978307926516,0.6983022226901041,0.6922284895780063,2.8443023564332877,5.256396462847567,5.44409601892105,1.036633052430509,2.2232876826209726
14,Firm 14,29.427988326035532,13.913677755093458,32.71343995849862,17.69953340672928,0.5172501240927921,2.505095775057833,12.65855444352931,1.2687491816273626,9.569593545800315,8.41287268839809,37.85810325642288,12.843049957751889,37.329882692018074,39.85322956315858,14.336941835429965,0.7037938085199473,1.1704297655691895,1.9754103870891389,3.319756366308093,0.665106360947444,19.828625297464356,18.65044708294202,24.920034075197066,17.857698243406848,13.931390125809887,46.82956600260169,92.39733576609173,5.80551402253534,38.51452500616982,19.475371422114147,1.3288767741962588,22.63378591724947,21.75684710592785,37.90361418468265,43.351358047825514,19.27238886573608,24.83114929782483,32.028927517107796,3.445109892581502,42.60710120333536
15,Firm 15,0.768942120483674,5.012982884616881,12.105206065911863,10.039164806239127,0.5637541700620288,36.34521977609326,32.407108046930254,68.13157067352167,58.83489899870776,40.1982256432511,42.85532149376543,87.68463382890856,91.89384656527567,81.43292719315292,83.3712414571672,3.0662240937896432,2.396847770194612,1.9811526920822995,1.8979816746725833,0.38847711592575024,11.758423615447755,9.614624104145697,6.839855019181478,0.6442782586471698,6.463378884942439,50.31560378803088,10.810442874081339,76.08019353440396,66.14158197226435,19.62725474869196,-1.081449853482934,-0.1331644425549533,-6.206818416677608,-0.6285382616846603,-28.920955872514284,9.94428045126511,0.4035708499872898,12.111128662461724,100.63182534645185,21.06652951787844
16,Firm 16,0.0,0.0,0.0,0.0,0.0,7.158603075890193,0.056225306549538945,1.196283729459429,0.0,0.0,90.14808893893377,30.28313496269412,19.47738358642687,0.0,0.0,10.666316847808444,27.846786151521357,21.483396476029313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.2122889954379,13.168811866833337,48.01237059767325,0.0,0.0,19.603080593945755,14.990754589617005,12.953474008697006,0.0,0.0,232.80586383394805,28.532498816760018,17.67821221262425,0.0,0.0
17,Firm 17,5210.936051299592,1146.9301757444591,1620.2232525901588,1256.9342946062839,0.0,173.8073511987138,153.04933076129024,136.49198680618736,12.36876639713338,0.0,342.99347427697523,331.483956467334,454.8056912326328,170.08398812009827,0.0,1.469705306315101,1.2785955819433041,1.4133441950560888,0.008112989952155307,0.0,3651.616243699532,5132.976594809986,344.3417592689417,2037.685268259684,0.0,12896.91378819319,7896.28528465053,10486.738619912227,14480.14649830434,0.0,9319.976645233171,3939.218288277818,8393.972873528815,8108.99958063877,0.0,325.3633366965165,78.1700521807744,89.06137116674819,207.27768766072103,0.0
18,Firm 18,0.0,0.0,0.0,0.0,0.0,0.3732730395677914,0.26594155592428703,0.4839816603534573,0.520393276859373,0.0,7.007525684826066,3.838750089872352,0.043516737381243786,8.941291424026929,0.0,10.364294173276633,29.170909022679815,14.841306333027918,26.173309070907393,0.0,0.0,0.0,0.0,0.0,0.0,3.186335199694187,1.7558586309770625,4.5087571791733305,8.508221286005535,0.0,0.17058368453280998,0.4123588441897942,0.17220495223671395,0.0005664305110606991,0.0,3.2664750553948845,8.760296682469594,10.33371527180858,6.017240985548859,0.0
19,Firm 19,0.0,0.0,0.0,2006.2944528705282,326.55132320821167,0.0,0.0,0.8904795092327299,431.38507851478806,2100.1317208929736,0.0,0.0,3.9071565602021647,3521.2839282392047,1551.4374544265434,0.0,0.0,6.55943230787002,0.29910184805212287,0.42615033028361576,0.0,0.0,0.0,3535.4343795438876,3135.9570859213627,0.0,0.0,6.253625810978977,13028.09136001894,11122.875919546974,0.0,0.0,0.02782146008377961,4052.69506395175,5785.533136129624,0.0,0.0,1.6366920036264814,2023.4062836195524,2350.6616287022766
20,Firm 20,0.0008169512619736509,0.013638153771656041,0.0,0.0,0.0,1.4100472834863675,0.1628560417137781,3.1942853584751334,0.7607067526226629,1.2254570291080744,8.031836646592879,8.856086469050611,3.5996690585498077,0.5388335729162907,5.802848186204092,0.9601377714064795,2.8054152409191877,8.44880269254599,3.777232476022582,8.131926333276175,0.006242913190380224,0.09626403952451275,0.0,0.0,0.0,33.69017643099686,16.03935336221338,1.0271600835875594,47.705084373043,29.189538872535103,31.486712105227376,12.934613685391582,16.050586722445242,19.083639522534156,1.506443638698795,14.898308101875212,10.246968091407307,7.677960509992987,11.466920152613387,16.98613146723303
21,Firm 21,0.0,0.0,0.0,0.0,0.027259238860850583,0.35075162256373504,0.3858664302580038,0.030803301550864443,13.188410847977288,35.54120503158194,0.35421255504054694,6.265815961729136,20.414860890205755,81.54641145369162,11.383221225300058,5.192499491165645,20.910828604776768,3.4852261705012273,3.785577895723703,1.193191115234949,0.0,0.0,0.0,0.0,0.0,4.245603105492149,6.307508091328134,222.15156923341783,149.31263612382523,7.869630431567022,1.303902067502636,1.124712679493935,41.07406095489204,21.568072563230334,49.44700175896672,4.765459336967807,5.872611018471215,41.34827800730576,26.195596093461074,2.481396015846702
22,Firm 22,11.348070290771929,26.611352361131292,55.83876231902872,53.52141276743007,28.47378965118258,119.98316170196573,160.32748866190812,140.41006678494486,62.469312294699236,127.68102909663257,113.71294404130457,153.7595976955594,71.02289182650863,54.60587748067146,106.13222431153571,2.2878128239518833,1.7453894595726467,1.150908150714984,1.9250116032074434,1.6966728436889456,104.94545628123421,4.223025306090742,77.60435362170085,62.34687838271389,54.07557652497293,1124.5470345771844,2673.365624701427,3527.6976895862977,604.1088034923964,855.0531310898047,651.7055782133289,2188.8786319549417,2240.9596267506417,1462.1639014383313,777.3179161222752,342.08164722341473,376.02001815325684,214.21823718520164,275.24099460172494,84.48210963504383
23,Firm 23,982.263116630837,634.6080604630055,2043.253592546372,5085.703771100711,1626.6243284123118,4.187261247821607,5.0495398544579295,11.30540774681554,3.8770088011569763,12.841765850605386,67.47180151785335,15.43862513232407,30.224176518743175,12.872497329726212,43.73861931392244,5.290495180552875,0.05193127547577238,1.5378005937576849,1.4885191738489991,6.055304780819715,2177.6737095355593,58.38833768160822,2036.3075645534877,2016.23911688715,3563.595340060497,6949.081539963224,1174.2344827035408,15874.5917589175,15376.288448889161,5995.816663303108,6061.827127428307,16129.655948709242,852.7776616593181,620.5541819378577,4058.0496399711083,3.257559049406254,28.305926951802512,0.23129620587910044,33.08435478981084,34.757588763699445
24,Firm 24,0.0,206.30527368993532,897.3766284924544,0.0,0.0,8.88213064831475,11.35425736551991,16.001295652655447,0.0,0.0,44.81475530480097,53.51236621685654,25.548588687313934,0.0,0.0,3.251038801435505,4.026388065868015,2.4447382055889686,0.0,0.0,0.0,207.38064908071397,361.50940566247283,0.0,0.0,2228.4326602085794,13442.113664213817,2278.2129293717353,0.0,0.0,3827.778726954755,16995.964930501046,234.53961127030144,0.0,0.0,29.062820408144262,16.43081517327999,2.41087008162077,0.0,0.0
25,Firm 25,9622.27757770341,2356.62607268326,1227.7140127856342,7134.648740769523,9765.612911987659,11.952214684323337,10.59324533112192,2.1961661729884674,1.771300101486172,0.22978779869650562,25.84405161111631,15.69052415427407,27.233388954556695,20.117725558124942,9.799698430730148,1.6141610841172496,3.1584891534852217,1.8336618606360615,4.547501955940877,3.155166442329346,4169.962818598366,1758.1946928597697,5927.700638289539,1198.2470712008412,7031.517004879747,69969.24746427174,22793.891927165456,14475.932153814047,29976.66072056983,3614.9066669336216,47564.10777069833,38268.17187963191,3107.1866004340263,4531.258259957474,30445.54280727017,0.4847786477732895,23.885705485634382,25.565991705265784,5.827778646689672,27.07000333104768
26,Firm 26,75526.67329298225,2187.5879774650903,11251.347661281601,6683.963247438649,16395.67169359601,4282.790194003657,3851.999871400572,1061.571587922026,98.0289812310585,2960.7809906930966,6955.223298146937,2081.3889696939686,1602.0161592686404,3020.380762864064,7661.184610350277,0.888671214875502,1.7942038453502955,2.876165284490867,2.4403253857566276,0.3100569323415856,17208.38618329814,13019.600407599937,3419.6925607842136,8013.277031728727,10352.2503876286,61185.71937191253,74897.83069136861,97972.52694154557,109524.33194251798,83195.53324505151,69741.37911501335,68511.98616991859,57527.47310728139,84757.53090272065,7816.288367057537,7266.408766991312,6694.884869167891,7923.764987323312,7581.777887553832,48.839483397003846
27,Firm 27,0.016535667319118656,0.0010449414133656047,0.0,0.0,0.0,4.50455949812341,1.5189171973402307,0.0,0.0,0.0,9.823841201338597,13.462532085220262,0.0,0.0,0.0,2.0928379226991334,9.690304960424488,0.0,0.0,0.0,0.0040336245818272005,0.0005823408355340257,0.0,0.0,0.0,4.345827745003164,15.623695222684253,0.0,0.0,0.0,65.42664206009847,0.0,0.0,0.0,0.0,49.13552631908114,3.07227686387461,0.0,0.0,0.0
28,Firm 28,0.3588347282122214,10.574223493239268,16.358525320141563,22.111633750712148,64.64520645456358,30.700218400274757,35.645938586167205,39.035663265052484,98.18442918166829,109.70359175186441,1019.1034148317852,857.0622758178938,1007.5956744936553,904.1646690771034,296.72399621195245,1.340902496654853,5.334065399725384,3.947390751521169,3.472448721056353,0.884771853621386,38.81030829381058,14.753187683023892,7.468047064001774,54.60482272929616,53.17612444522392,1845.2858700933682,878.9748279475399,603.5953140232529,1013.9061906333146,875.8621663066654,607.1099462788874,1022.7717264947063,732.2058483549579,157.21143404769165,230.3468092937245,401.09142097553917,1702.4352657619916,601.8701613138879,1376.6884920540551,402.0542905194107
30,Firm 30,198.45572582717105,5260.728478692719,9063.121471003056,6124.6002463989935,3396.242957052514,2801.4228950804486,3545.7314895872987,3476.431961628867,1392.0599883779907,3729.852643243741,2620.279883430211,1507.819612564296,2490.0694913761017,1994.4345623409263,7057.200846524574,1.9069253758193647,0.036411395160977966,1.7739588674149447,2.1778982231359314,2.916861898911715,2213.1087152491054,436.67399124195424,6803.615805230791,2301.2252087838165,3093.817453308451,50286.16749645289,39413.89584650444,43361.13876797636,49845.41554443531,44306.86256215478,773.1201797333631,24458.82031070587,75634.08769669701,70632.72132206566,99549.63974848409,4805.079278509475,4611.238914952128,3202.357915789381,3041.0536556548564,8258.056785277322
31,Firm 31,0.0014981594595274879,0.0,0.0,0.0,0.0,1.6051357021980368,0.035143515052240136,0.0,0.0,0.0,7.181525350039934,2.58579619187365,0.0,0.0,0.0,4.643105114633884,9.932040563973517,0.0,0.0,0.0,-0.006534091032628773,0.0,0.0,0.0,0.0,8.412274674908831,0.6709734554105266,0.0,0.0,0.0,3.4385174464906902,0.0,0.0,0.0,0.0,6.916241751786612,3.033123034425458,0.0,0.0,0.0
32,Firm 32,68.50639319964945,322.42022985907994,346.828416545006,0.0,0.0,718.318499615064,348.5548108578986,24.742769426394258,0.0,0.0,749.5242126822385,601.3899353305892,43.867545078318294,0.0,0.0,1.9411887478739183,0.7990334118535047,0.5654998495960692,0.0,0.0,500.9328832511241,150.26707943671167,108.52681359589069,0.0,0.0,2329.8354675728783,813.1304637746175,1902.4851647519392,0.0,0.0,534.2628501487789,1607.847119702486,424.62462318737084,0.0,0.0,173.64419724154615,598.2191163233897,844.9786819889429,0.0,0.0
33,Firm 33,-4.389007144972743,12.130344720924823,6.126926594165239,20.151500971329444,0.10520272730789312,834.2811951911012,480.9518393934998,298.73183516888275,270.171545492648,3.2206604224874598,177.65402242798743,243.14202056478808,1243.6208303956244,202.0376437049368,5.657414613641614,2.4143630990241896,1.353572779416148,2.439631041896381,1.3677538442894372,3.6427566119600234,1.0376587447081238,2.449607307619957,12.768879540844377,3.1745078354910685,0.14524314158000906,13439.786403117962,8888.455886766586,4185.528500023202,4332.230115156333,19.511466829684803,4123.310040660885,5542.027034697469,10384.646827907556,5953.559299772541,90.89973156783238,1530.0637440268245,709.6470132708159,40.95219267181648,665.4508105948825,2.702546028185809
34,Firm 34,10135.258636011486,3630.2923552570637,3530.844212480689,-184.09194048884396,6105.500027914939,8785.961467168465,3011.610527359667,5924.15903750547,3884.820732131907,2971.0642044107585,11855.746511009782,1926.0427997262748,7664.514627151654,9838.42177599464,9793.437935552414,2.906831720501018,0.7379946508658987,2.6025419368410896,3.0432183657787655,2.54646884868162,7875.720223472357,4506.760102213277,8107.790888154519,11427.64388227252,19274.956158991667,135949.88456964822,107581.2001082072,140669.68472734338,181329.98841313928,160124.45804076846,15477.013878219144,167736.85524897414,143973.36942991,310336.92540387687,182263.89115420592,21206.5444120128,11528.901476682271,16050.453131143246,7720.358558928012,5352.131572805549
35,Firm 35,281.81071048265795,168.54025251522316,260.77744678961005,429.14227184775535,777.0907805309723,3.821347146209404,334.99697495819834,52.9024291146995,14.891357597652814,91.26703816721346,34.63872686190181,453.01034569107605,20.817195748066137,490.3940276067509,114.17275663649478,0.2754286560703791,2.3608916357717358,1.1278293893206148,0.23637198638126805,1.1769507260461334,251.85462457168165,454.82093967264416,469.66132751503994,287.6221855957012,906.3377987159771,2246.964039266423,3055.3181460686687,1216.2763651664802,2339.8960094792683,1032.7966046658635,1566.1487683193914,677.9021733065147,2820.590184829134,3019.3279364542127,660.4703835197873,268.3885021386933,138.48953420723856,72.12798059490446,275.03933898257407,47.01940586850336
36,Firm 36,0.002486115978642885,0.0001512273409114291,0.000734698878103847,0.0,0.0,0.3825298847965117,0.5144525628730713,3.703291342157122,5.170384416659669,3.1998793594797466,9.609146202087471,32.71266260021402,42.95728388530677,41.761821093057804,33.38618057417541,2.717033168222451,3.5761058992889394,5.753195783456475,6.35524973307439,15.425463612577316,0.0014767337845507265,0.0006136922986296358,0.0003438817434351854,0.0,0.0,49.14329656167065,3.3536026110545833,19.990993990764462,23.980114109874126,28.440568399082306,8.252449161237953,7.117258481317147,0.7250882079210558,3.281146573491419,3.4265171123481677,26.532927904737374,5.8394431772364435,9.889310184437011,35.43253301959266,16.411970963765825
37,Firm 37,0.0,0.0,0.0,0.20351909493455866,0.3885436527798537,0.3193367420286241,0.9237096463708272,0.4563938799867135,2.725529479121969,3.379824078620813,0.6910751642512679,2.9747490758951045,2.0814770158308753,4.87548634277088,7.8385306871211995,4.779908080202099,10.01725400112899,0.5855877553065363,1.5132878721139673,1.0690099095536916,0.0,0.0,0.0,2.8144535381660645,13.18570854160975,5.304473171971094,1.2532839115206234,5.695293438294464,11.991571515136123,11.696639936328399,0.0941280034198995,0.041135428079304676,0.014938296699116387,0.5086497500016407,9.498359693887767,4.694512869022117,4.1027036317292245,6.329224800286763,4.664544540668147,5.948603644718329
38,Firm 38,6060.19369438151,3345.2933410824985,1666.572447024221,0.0,0.0,3315.02255708443,4255.464361322065,3786.532326399192,0.0,0.0,3650.830504652729,1651.7923126849628,1017.5559601475272,0.0,0.0,1.3387996111974847,2.503638680979359,1.5962831746493984,0.0,0.0,7063.975512188138,6202.571939566987,4720.203774416391,0.0,0.0,2108.631799691686,25317.22419484925,3315.0246769875284,0.0,0.0,5844.001778497764,9955.160822589723,9464.478495343028,0.0,0.0,2531.5934852882074,3813.166967140874,4071.2262888935834,0.0,0.0
39,Firm 39,13.762178706966408,10.188173827397826,15.638916945062123,2.067377095779198,2.173034065579946,24.119044736900396,43.75454383827762,24.026329449797775,4.805434471939356,27.68342846806645,16.81003126974627,48.43453471352119,18.21270657738945,10.36509771025161,35.149384402833086,1.6168150481658363,0.838626000894036,3.306786148428111,2.6725495467738867,5.31728637277628,10.848545842716101,0.4275717415692988,0.6447906066456012,9.39316842373279,11.471267800377452,82.4397758893121,120.14685020466908,79.07231092186267,100.36670138364309,127.8390679043438,5.432103243014633,4.6972138589495325,5.290702458292411,1.2862895137076449,0.22178405680759,85.58441619987043,86.72749996333243,44.6735207765651,45.61716369516154,94.81458733023102
40,Firm 40,166.5612746283721,950.7997612655337,392.34006729561906,397.22508348524656,497.18149686206084,623.3370942532949,268.80415242329195,608.8589308642732,443.9037646166389,231.3152372630016,275.2519150477252,982.7204510840168,516.2135070680383,589.9266906817174,278.8445311075053,0.7257592226144176,1.3759803582539032,1.4018341982258542,1.3549051973045245,2.933597984336858,2358.1393576258383,1632.5891389804829,1456.8395090490783,2236.499604489239,806.816024814479,2011.174642264097,1872.3494596785351,775.4292600954274,1753.482754930064,196.8367498256003,1418.5832011241193,1123.2754475826184,1748.3845023638546,2299.4440934968766,3452.2896790704103,383.2774708920068,279.62256198140267,164.98153201319064,344.0760342559383,519.5103628685356
41,Firm 41,8.506529710005234,8.613482930657888,2.801571558645042,4.662741725821059,2.945604299016451,2.4663708486728506,0.7080877970598582,0.32240223901294834,3.0555064881661815,1.4303609614742372,2.384259757146495,10.948274185210668,0.020391818742701406,2.270760772837166,5.593872781521084,5.775230170529846,0.9458290536770722,1.8056079679783361,3.1591672312832877,2.902703765558853,6.706059698079624,2.19161802884525,1.1916680672981097,9.842621471600467,3.995602490387353,10.995711713611854,11.270476392152096,5.614217226164205,8.280757928647784,10.877967049483013,1.4430198942715218,1.1301535840149581,1.6243413206012316,0.827444779467103,0.3308639469182602,1.4373133109989353,3.1385753751166976,6.695120640614092,8.070911525299028,9.133821249683413
42,Firm 42,0.0,4.844294021339932,25.741005836353207,45.98162836050399,32.63289678435826,41.444783506906155,76.4315303213912,64.41619126157448,27.00525884138241,36.00320599617816,129.01097394666098,88.3332544141102,52.88254417906655,46.423727509141784,77.22628395377563,2.9248623055171517,0.13339614459180432,1.7935140381740184,2.3215280803097067,1.92230252114282,0.0,372.318179075095,87.55851429875861,415.2054244676039,421.3415322705052,232.50809408394213,1139.156287887446,667.9057561004188,1201.8032805479213,624.1004663294814,532.378805427656,225.13906419000503,746.9385633943908,955.9417299719835,40.89106806452923,32.7309612057501,127.2923387822206,66.8311115400639,85.36546249030904,84.48992916472871
43,Firm 43,0.0,0.0,0.0,0.0,0.0,3.6201909841570528,2.554780297890449,2.123101400778093,2.765866114438836,1.5253845416948266,2.5997448292734147,3.419204289010441,2.8295636162321496,2.8157410739809157,2.152491186470486,2.8362161351329584,3.350860910550126,3.542829163484041,3.405360074241467,1.9483082021853073,0.0,0.0,0.0,0.0,0.0,64.16716193398419,62.57591896832624,73.37545521488808,36.28970497936617,37.68833125632883,51.10891768870378,61.856777480152445,52.42460104655238,71.65266909960295,62.374946352961274,4.418782094350258,4.886002212431542,1.0609553585146287,6.471003984438636,6.095644425308666
