,Firm name,Gross claims incurred (£m) - 2016YE,Gross claims incurred (£m) - 2017YE,Gross claims incurred (£m) - 2018YE,Gross claims incurred (£m) - 2019YE,Gross claims incurred (£m) - 2020YE,"Gross BEL (inc. TPs as whole, pre-TMTP) (£m) - 2016YE","Gross BEL (inc. TPs as whole, pre-TMTP) (£m) - 2017YE","Gross BEL (inc. TPs as whole, pre-TMTP) (£m) - 2018YE","Gross BEL (inc. TPs as whole, pre-TMTP) (£m) - 2019YE","Gross BEL (inc. TPs as whole, pre-TMTP) (£m) - 2020YE","Net BEL (inc. TPs as a whole, pre-TMTP) (£m) - 2016YE","Net BEL (inc. TPs as a whole, pre-TMTP) (£m) - 2017YE","Net BEL (inc. TPs as a whole, pre-TMTP) (£m) - 2018YE","Net BEL (inc. TPs as a whole, pre-TMTP) (£m) - 2019YE","Net BEL (inc. TPs as a whole, pre-TMTP) (£m) - 2020YE",Pure net claims ratio - 2016YE,Pure net claims ratio - 2017YE,Pure net claims ratio - 2018YE,Pure net claims ratio - 2019YE,Pure net claims ratio - 2020YE,Net expense ratio - 2016YE,Net expense ratio - 2017YE,Net expense ratio - 2018YE,Net expense ratio - 2019YE,Net expense ratio - 2020YE,Net combined ratio - 2016YE,Net combined ratio - 2017YE,Net combined ratio - 2018YE,Net combined ratio - 2019YE,Net combined ratio - 2020YE,Pure gross claims ratio - 2016YE,Pure gross claims ratio - 2017YE,Pure gross claims ratio - 2018YE,Pure gross claims ratio - 2019YE,Pure gross claims ratio - 2020YE,Gross expense ratio - 2016YE,Gross expense ratio - 2017YE,Gross expense ratio - 2018YE,Gross expense ratio - 2019YE,Gross expense ratio - 2020YE,Gross combined ratio - 2016YE,Gross combined ratio - 2017YE,Gross combined ratio - 2018YE,Gross combined ratio - 2019YE,Gross combined ratio - 2020YE
14,Firm 14,133.66258601825635,474.5200981075316,124.8516345477361,64.6602103994639,228.93148892100322,625.0259106261749,521.7703933691936,53.38572369315798,1175.9346817918333,72.40570145339643,221.0417024408936,862.8482579240975,178.45108336753222,739.5273000230347,708.2684563708697,0.209155212417246,0.6557059781980085,0.6848386244971966,0.18666036637002112,0.4805083792306934,0.8665858940710752,0.80045637379509,0.8151975704354588,0.36618207824433163,0.2163767366585042,0.08692233815993525,1.2169794927803481,0.48010863203485626,1.2784484130011182,1.1236870253402693,0.19847043462093142,0.6929857422505021,0.8645456675321235,0.29935565481006443,0.4712452244248835,0.5128661627889323,0.26162822545150594,0.672518234493855,0.4796644939421299,0.29820886644511013,0.10612196691130961,0.43447571877017477,1.12253776912968,0.6232172905242075,0.35113888623058104
17,Firm 17,516.6122399999523,3608.2383960180723,628.2528089090905,1420.7332854272538,1426.122856918814,4331.844440269473,433.48122053647256,5147.586267358797,5930.864966063455,4673.554735268996,7251.529652171156,4245.18554263809,1329.8783500196187,7681.854101706606,192.3089236653208,0.6492085326158034,0.22316049106989647,0.7023126051186013,0.9008924010254084,0.9986051756602968,0.1272449685181124,0.6484553191129536,0.41898159531837337,0.41655760700102723,0.15690540879417877,1.3949854029864317,1.6794272035686475,0.43932721294178095,0.14624849445171373,0.3271471518391183,0.6086472625016913,1.1193190347313475,0.37687922166941396,1.292984119985052,1.0281108166893247,0.16209117016870686,0.25630363868919404,0.0874957437027363,0.14132613190266974,0.1784560504412656,1.0904927635238222,1.5765287825678167,1.5752589422598462,0.5964783433889785,1.1299640991435123
18,Firm 18,8.253866368683333,362.3634025989549,673.3621094234682,254.25353002318576,12.676852952206001,223.35552429715548,1050.8465147294792,1451.8783033123495,8.49097345358068,731.3390359718354,787.2243586735186,646.6683527891249,215.61631600807294,357.5632357663302,883.2055037886543,0.022693551491007474,0.23196966974805724,0.2772695838093619,0.4378533427530458,0.3581234662952904,0.06329604261883356,0.758560941091805,0.037275768909670576,0.5169928791291267,0.42814705745383075,1.2318107403130787,1.9614425135827986,0.7773193704578578,1.8230236933818225,0.841984269421432,0.30428999580239774,1.1406440801289008,0.007096650261050206,0.2773843281934909,0.7795679474374144,0.06605152259226087,0.20403136928201637,0.29191591005259937,0.04279758509883192,0.2699483307183886,0.1321240161934521,2.3222642037755614,1.2825631391896553,1.082186433796166,0.09648306263167909
19,Firm 19,140.84366182135537,422.6204114933445,45.385609975227204,552.0427778117497,33.63578328331095,80.0198125772438,318.2092565033898,100.67669268804632,726.7940674623937,338.1191335407488,163.12883070415802,356.9860626502811,797.4431974682163,601.5007910964098,176.21474535603332,0.041240859319622396,0.08935998965920912,0.026297335371884,1.270548390934372,0.8694704540025072,0.6781214365846933,0.4040496432683515,0.37114593682134606,0.039635838406595125,0.00795583481358661,0.3078073644773746,1.4482506233548913,1.6625457912178392,1.7333084660083253,1.8519444868371586,0.4430171108372252,0.7669045575732653,0.6619959893750348,0.8521640642803177,1.1265169683639906,0.709526494672207,0.5659203517222194,0.572008218239269,0.20776125400684065,0.5268235573653237,1.5144753670021245,0.5430549557656743,1.321923903297114,1.9319211462630752,0.8027079584989698
21,Firm 21,1.5612155547108022,3.0830692673175557,4.18311476262788,1.9906742408221398,8.520762680306902,-0.9095196015281266,-7.651347235732007,-15.433770750933947,-12.07106987456396,-2.4598123959693132,0.7875443932369008,0.004441839391291242,-0.858067124066125,-4.727244298668378,-0.7708701184918274,0.10407956737429817,0.3822698918910578,0.44399795088807065,0.053089410707164685,3.7578044589534763,1.4327459943530447,0.3813766715399794,0.89043980035303,0.8513709106687101,0.45680571017636534,0.4164151272456287,0.2047136449465761,0.5752477950622336,0.07186399499598237,0.9819224015758827,1.0889969235639088,0.512625512599976,0.10432597878540764,0.306045006022683,0.2971079055773249,0.6144824059695206,0.0435247287377521,0.49512578587517636,0.21569948423984037,0.32509915013927876,0.038587250667535225,1.0407410356452607,0.7555215361081171,0.608989532078705,3.0992081431782994
22,Firm 22,652.4647327019449,1664.599983864411,2367.9050424751076,977.5722333394864,1092.3899981515513,5666.243934278337,3876.636717036315,4619.573172240028,2884.7226399650535,1376.0306465797678,2435.4647740950427,2464.3069619146154,1019.5328017492843,3927.6493455284894,2257.06916646241,0.7358281668962168,0.17333380056801986,0.4050434625431106,0.2598845346669904,0.5973349085373502,0.12959316826195336,0.11425704332076135,0.4058003286076047,0.39172387128451064,0.34537069765193196,1.7757650009549837,0.784978741546571,0.9280419831576286,1.6242860111443653,1.7798583658794012,0.6340058158016934,0.267849579604494,0.9987513479576897,0.9985335509324004,0.17939156033161766,0.5846030925718646,0.2614506856220206,0.36614050267571974,0.43591520814091,0.6162579826557784,1.9202943106507357,0.39225605091717114,0.8400325587393125,0.11693445951628464,0.10580774286693083
24,Firm 24,52.97179592600667,62.72527495853207,69.45734879930649,47.29170670597622,-8.375385665515036,83.17331263770853,66.84795302003806,115.2779094762555,59.2808588164409,13.460462996651886,111.82956637781483,20.11313416714397,42.39176700223968,24.12575969481775,37.76410840509309,0.47895251649426146,0.7483502976744718,0.7961487962082342,0.7450864911901163,-0.28725974094565676,0.5280931616161643,0.22505463258730005,0.4375086511202772,0.21814516375682103,0.7907572328580651,1.0489137882163264,1.3814805174313982,1.352184823209008,1.4469397624522287,0.6463802307300276,0.8613286669519363,0.43273284148866953,0.11879363042468297,0.3124767091306204,-0.10745179244281566,0.01876330118277292,0.03920668793519037,0.20698412879516476,0.5031865521898821,0.7138119533143064,0.7475820689190067,1.38987772500888,1.0848731393793452,0.990627257806383,0.10319323654732165
25,Firm 25,1146.9910430495522,2624.947115309327,1398.2768708823055,0.0,0.0,1295.6873323982338,9493.245964093558,798.657822870541,0.0,0.0,56.5567971903607,3134.5521667247986,3984.6427923654214,0.0,0.0,0.5631393203452605,0.30326452862551295,0.1433098810142148,0.0,0.0,0.14556667185792005,0.6002160527614218,0.18599803565354084,0.0,0.0,0.8851385817656524,1.1966389016654648,0.5040865457976057,0.0,0.0,0.14356257823116939,0.31095008339994873,0.4868108017607754,0.0,0.0,0.4648592368483556,0.3612926326715318,0.747788842159033,0.0,0.0,0.8749795177437945,1.0807689202205357,1.1871064310861799,0.0,0.0
26,Firm 26,297.094978451975,430.8373530841179,62.06945990734336,315.841297956251,624.9896042706663,215.89125435643555,227.37104690876114,1189.7052343202101,331.71779015900705,17.454740407511665,146.29195178867297,760.6051600987788,1034.2641620285021,101.10604404876544,1008.9788969406047,1.1014423676366665,0.7858477383128214,0.7231414917522028,0.34757754974985894,0.7141013340257439,0.015002672335651,0.3755616474923174,0.42892143725279885,0.47403505128855306,0.43449415912126377,1.5779041643686806,0.5338680074890712,0.0263947319915382,0.9731897510853128,1.2900287508958082,1.0045592166387725,0.7858643073234841,0.6020135453844037,0.0762332683088292,0.19097439467204635,0.6052003790714657,0.2485849887178166,0.5844272791579189,0.33301730124143514,0.4111280553522092,1.6395868663485507,0.7330223253851683,0.2536793323617868,0.14354549592326082,1.0316334653511323
27,Firm 27,0.02691126412990014,-0.19481233363974812,0.018579195753296678,-1.335901338059417,-0.7837941272788774,2.8409833035180685,0.8282700020050027,2.4553205807841874,2.2121395766154865,0.612265710700483,0.11194103437355626,0.09079906656570615,0.12946751206770052,0.11201713991334651,0.2287684291253911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38426961447134145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.617154653757233,0.0,0.0,0.0
28,Firm 28,0.03313362667949401,1.5136210224042244,4.55263148387989,0.0,0.0,38.20837831790198,36.87160918920092,11.398974757017475,0.0,0.0,55.97747437767686,10.022627676379011,58.189592315052614,0.0,0.0,-21.547092571862194,371.983052275058,462.1416076104817,0.0,0.0,-84.31862822489902,281.57279057204073,68.67174884449075,0.0,0.0,-180.3985785731934,392.00467298214244,2312.7447940298857,0.0,0.0,-247.06506369173297,1610.7258369302772,2390.9997537611957,0.0,0.0,-180.69530692825722,2587.034476708995,6317.468134842459,0.0,0.0,-67.63915081362043,1547.9086993179912,16023.609295743878,0.0,0.0
29,Firm 29,3.0213235316822593,1.0858749781821728,6.538802820680633,0.00013968069211496293,21.451747893409188,20.346047083837515,46.60184004066897,19.262827082247213,29.418385858089234,1.0024157400533966,12.020485273882542,11.433816515871616,12.647132396880602,43.15432228918888,33.89904885176929,-0.21283587529523867,1.4652342908587077,0.0010136309023696171,0.0006711659495968659,1.4745121978672158,0.7368526517331664,0.21029027749949233,0.0038375603086944128,0.027188926238984428,0.1521391777558034,0.18886145888039377,1.3321384915036254,2.616031211444014,1.0792715707154377,2.419127690385241,0.22738086496853976,0.4816205226631991,0.7465274995710971,0.00047478034265643475,0.1340614594413541,0.3713147874009878,0.380976042539428,0.58625167015771,0.606567500303552,0.7903224389211289,1.1780276024978147,4.201534713143547,0.9877640643991354,0.26446492917747866,3.577399391350866
30,Firm 30,-0.021585546153950898,25.16312850491149,7.863494673809513,0.0,0.0,18.395248423715667,106.42987615950311,40.791882840673765,0.0,0.0,0.05948828037978515,-0.007078659708259053,-0.13939679172881567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22225703272357228,30.121432682775087,9.410947496534753,0.0,0.0,0.5979208675301606,0.10991326902945096,0.8290848021371767,0.0,0.0,0.3425322594419629,22.79933148920618,11.911513101687786,0.0,0.0
31,Firm 31,27.644794721316217,12.591915355017553,87.90654542576382,4.090581055904544,215.52585454312216,0.033138767933270245,4.07578569194289,80.56201444436913,121.67210364986333,112.20051019433765,4.83559684478041,11.849661333457941,22.17593337946774,73.56666883425339,78.08191785953036,1.0536236599962223,0.21579266645283998,0.4450746481728996,0.048590254762013736,0.7515048634783446,0.6915077508070825,1.3995821609443895,0.9433409258261953,1.0291928270830446,0.6037164399231375,1.707122364644248,2.0841710527184185,1.595589042241836,1.1785593738920037,0.5861380267492133,0.8921832866457043,0.22500907984950688,0.1149989869023611,0.4126713918807377,0.6992518137929598,1.6429018866537917,1.7047339851544527,0.8468971689547535,0.1738068052620548,0.022744386485409718,0.5514029622918416,2.0895706438970003,1.702403099854493,1.3465992847741963,0.4862250888012334
32,Firm 32,0.0,19.395357542502737,43.794785773402076,8.636005836424294,24.852677903944965,0.0,13.309037921625496,27.54459596660136,18.686134265749498,8.743029807312267,0.0,16.030060799189528,2.3777812240828564,17.672844625501106,21.574498588172155,0.0,0.17929173854622213,0.657372820640157,0.22758313195044372,0.29765654251320145,0.0,1.0697969803049605,0.6348003720622615,0.012478106816412166,0.9267815135508708,0.0,0.5858058015101759,0.1558582688061032,1.601797424883448,0.5932132034790893,0.0,0.2242723949849141,0.5199905622525385,0.39758262067148664,0.5839329806493235,0.0,0.31307755289679196,0.22511179515969476,1.1041773631181768,1.015528572199452,0.0,1.3542575891394752,0.5169153047398153,0.9906433179780627,0.2846836910940343
33,Firm 33,320.4617868864201,71.95291365815461,184.62131037213638,190.91648188687512,0.0,13.857435159124492,0.06731823387527863,-1.1657238598441266,0.7168675658882392,0.0,15.134728210385694,1.4691897657660447,-7.326507293098625,0.617779185669326,0.0,0.012092192153577423,0.5288727643848824,0.5564998764456736,0.3212751992983987,0.0,0.21537994284775208,0.17076846230416362,0.7077416279564955,0.6672796395396531,0.0,1.7231551848726754,1.5124395607893164,1.147754074434678,0.37708404428254483,0.0,0.8710003009649271,0.08900510267546877,0.16653350217170682,0.15845162042413036,0.0,0.3182278280292339,0.38547613656554763,0.11468006133446117,0.5773030654683324,0.0,1.22128318416719,0.42635777183652995,1.9141817273063642,0.5814291444785069,0.0
34,Firm 34,0.0,4.877267000257809,26.930482173221,5.66369056615777,8.454639573119342,0.0,1.5959900713230148,8.803561961863888,17.099268517986822,7.106001352456342,0.0,8.305226499740728,4.25274744630696,17.216319362532158,11.00709563461226,0.0,1.4746945828040212,0.7918001725342712,1.1025463592688625,0.17183405543934907,0.0,2.4110380787220906,0.3915671098859231,0.12956413424211113,1.9434629144172149,0.0,5.041302438773667,1.30382209404065,1.610047532025571,1.6361429672748393,0.0,0.15139472543666901,0.6214799648717019,0.7203649748229011,0.4932417565384852,0.0,0.10105850399725541,1.0686450643535081,0.9138174617369287,0.03035349100506584,0.0,0.9308966945230639,1.9834476008348,0.3276425134659424,2.1878067139826194
35,Firm 35,48.702124371762594,79.33128249373303,0.28297419011389496,26.881939237958157,44.46262028918551,-8.644356817013069,-1.114885685589556,0.1246304739317843,5.503710910364287,-23.090437074949644,-19.024241693575267,-1.8778386949025,11.788628735677046,3.709357167094828,-19.392569319811273,0.17765165072120132,1.3705434977684459,0.5889860739790257,1.4212771904690529,1.2142549342049445,0.02975619475360338,0.002598405915461046,0.018982415172173344,0.24567232939798866,0.21564705340050702,0.6414659882009083,1.6687543010771326,1.0121359622249555,0.8420169369395741,1.0363030405922091,1.0748333236500185,1.1378033485795367,1.142555459181608,0.5547541129504969,0.6798264917081633,0.268438307372283,0.05707165446995508,0.06786470204422365,0.2312407243425035,0.10065823508276277,1.5486403832998186,1.5280566464206478,1.3921035535888835,0.14037747097754324,0.8079678477976533
36,Firm 36,0.0,0.0,30.9610315701368,66.95812774660205,53.65629631664074,0.0,0.0,0.7194630115723504,21.02450625742922,38.56082696854525,0.0,0.0,-1.6822338328613737,-3.7349175683234166,-0.19617716497749976,0.0,0.0,1.0284770002292314,0.33409914186309836,1.0647898865156302,0.0,0.0,0.5681437370977566,0.6622126965292722,0.48978728188003795,0.0,0.0,0.1565311503665631,1.2221145414822623,0.25977722932408226,0.0,0.0,0.47673667957121596,1.2570814039456213,1.086705091077789,0.0,0.0,0.03616262395732171,0.1251306448490839,0.4195558434742432,0.0,0.0,1.551094747107965,0.6238667850648891,0.5156911700749126
37,Firm 37,1724.3540818073034,0.16145044196825703,1366.0180193459848,1253.042739219989,639.2286421795355,768.6974858024013,796.2402741481018,260.4395579287453,251.53768004384693,1936.7625677678238,826.5478413692618,1733.943441864773,224.01612550799214,1801.886781725093,677.1062068836322,0.3562031018190204,0.46195911685735763,0.049963499360483894,1.2945287500232894,0.721658298125523,0.4077303598598557,0.11004783337901528,0.5594445520677235,0.12800049164398106,0.49660634667019626,0.5451110830463554,0.7575319233076833,1.2088368517182897,0.2509293125186365,0.1626862823208005,0.4640048673069117,0.6824396024338261,0.6825938411293017,1.0564685288771367,0.6843648623647549,0.49994002943016275,0.017774005908352243,0.5158400645424404,0.5147911605067997,0.2767951558398542,1.305931283318034,1.6687517775889293,0.390368170848839,1.2388266705436006,0.29355217967677794
38,Firm 38,214.18653404818744,568.1873854415567,380.0384312139624,57.23373090848368,360.05221926158185,93.82154226779365,670.3351288589816,355.12181275195917,613.6173937080737,758.4259049725812,147.88745283013793,173.91866744081577,443.2567429953032,265.98932076446766,18.294425652325746,1.0740946642422466,0.9609844107297276,0.1624151838519858,0.05446521492847129,0.20819304690182416,0.5509278004326161,0.2801975481930792,0.6196850331902254,0.04601389427057351,0.20185817139186085,1.069812038079768,1.4303222931850876,1.5755789264779407,0.35871889944111346,1.3796840254830922,0.7719976527881474,0.7555937748269292,0.1374596937798384,0.5645130228888517,0.917995523224003,0.5027107218635138,0.2771310763944953,0.3671900039594076,0.4262568564854773,0.578936459374456,0.6166696925144528,0.23095749355155692,1.334053224442619,1.637039010933619,1.08753781155183
39,Firm 39,0.0,0.0,0.0,0.20953493759052302,3.527486213735923,0.0,0.0,0.0,1.1742758971581255,8.629520419691323,0.0,0.0,0.0,0.34804068745589833,4.117357219918947,0.0,0.0,0.0,1.0676687431718124,0.19894346780880634,0.0,0.0,0.0,47.12734208766317,4.742521499168047,0.0,0.0,0.0,13.162527971123874,7.5665217063589045,0.0,0.0,0.0,1.0433721208816225,0.23090116127969787,0.0,0.0,0.0,5.539255254534976,0.7790473860051302,0.0,0.0,0.0,2.4210686243525474,2.8561217747656684
40,Firm 40,5.419214771792497,17.511764996897984,135.94371177111802,33.34602913001793,204.02093789498448,11.450745146345493,84.04510866837504,94.47493560421786,215.86093876280606,156.99863610707817,10.753347530036786,65.23975873866212,111.81969903594721,66.74183668790188,121.28478440378235,1.2060383359979145,0.20457426542853507,0.5240519538999533,0.9788434103690423,0.7349092551718917,0.122185601098376,0.34414081893057413,0.6761680937588189,0.5506097949170687,0.5483784842277788,0.5189454224036015,0.7208026296757281,0.9662044288283026,0.7063634150679049,2.6005211821910827,1.1364869198835839,0.09580235256546361,1.1067921220263441,0.8643186262743611,1.4110288075325554,0.5415397188720835,0.6682816052062451,0.35232095759171816,0.6183151281379332,0.6588441580177884,2.482768616609424,0.09868780531675124,0.018239362562551688,1.449156731248338,0.7239829634975938
